asin,sku,platform,date,organic_sales,paid_sales,total_sales,units_sold,cost_per_unit,selling_price,margin_per_unit,inventory_value,days_of_supply
B0LVSNUJZ,SKU-00046,walmart,2025-07-25 13:02:28.163485,67.29,17.15,84.43,1,53.5,84.43,30.93,7140.36,87
BA7TZ0YNC,SKU-00047,walmart,2025-07-25 13:02:28.163485,50.18,20.98,71.16,1,37.19,71.16,33.97,6787.88,16
BXLL4ZKLO,SKU-00048,amazon,2025-07-25 13:02:28.163485,64.27,11.78,76.04,1,28.12,76.04,47.92,5064.55,31
BOKEP7Y6W,SKU-00049,amazon,2025-07-25 13:02:28.163485,65.89,73.55,139.44,1,64.22,139.44,75.22,11125.0,50
BKTAKPUXQ,SKU-00050,amazon,2025-07-25 13:02:28.163485,67.57,22.35,89.92,1,36.78,89.92,53.14,3517.46,54
BXAJI0Y6D,SKU-00001,walmart,2025-07-26 13:02:28.163485,35.35,13.76,49.11,0,20.72,49.11,28.39,1591.32,47
BPBHSAHXT,SKU-00002,amazon,2025-07-26 13:02:28.163485,72.93,19.9,92.83,2,21.24,46.42,25.18,3814.22,41
BHV3A3ZMF,SKU-00003,walmart,2025-07-26 13:02:28.163485,12.94,6.31,19.25,0,8.85,19.25,10.4,899.59,54
B8MDD4V30,SKU-00004,amazon,2025-07-26 13:02:28.163485,76.39,8.73,85.11,1,42.51,85.11,42.6,3341.63,28
BT9NT3W5U,SKU-00005,amazon,2025-07-26 13:02:28.163485,58.1,16.09,74.18,1,24.11,74.18,50.08,3829.69,67
BZBIKCIDK,SKU-00006,walmart,2025-07-26 13:02:28.163485,58.39,11.07,69.46,0,27.08,69.46,42.38,1547.99,23
BWNNHJ7XV,SKU-00007,amazon,2025-07-26 13:02:28.163485,116.76,14.8,131.56,4,20.68,32.89,12.21,1326.46,17
BG0FN9XUY,SKU-00008,walmart,2025-07-26 13:02:28.163485,98.6,17.58,116.18,1,41.93,116.18,74.26,7459.69,65
B41IBLJH7,SKU-00009,amazon,2025-07-26 13:02:28.163485,46.9,12.92,59.83,1,36.6,59.83,23.22,3275.57,23
B5LXO6QJI,SKU-00010,amazon,2025-07-26 13:02:28.163485,24.41,8.91,33.32,0,14.6,33.32,18.72,1490.75,52
BUJV6OH9S,SKU-00011,amazon,2025-07-26 13:02:28.163485,52.81,20.95,73.76,3,11.1,24.59,13.49,796.58,40
BDBDW2PCN,SKU-00012,amazon,2025-07-26 13:02:28.163485,130.41,56.0,186.41,3,42.19,62.14,19.94,6494.61,45
B9T84AZYT,SKU-00013,walmart,2025-07-26 13:02:28.163485,71.18,29.98,101.17,1,61.67,101.17,39.5,8938.84,61
BJXEPQ85J,SKU-00014,walmart,2025-07-26 13:02:28.163485,110.98,10.49,121.47,3,21.52,40.49,18.97,3592.44,73
BSG65KXVF,SKU-00015,walmart,2025-07-26 13:02:28.163485,156.38,17.06,173.44,2,31.8,86.72,54.92,3317.7,32
B1T2TALA7,SKU-00016,amazon,2025-07-26 13:02:28.163485,70.93,76.52,147.45,3,20.38,49.15,28.77,3973.56,75
B53LC58DR,SKU-00017,amazon,2025-07-26 13:02:28.163485,29.41,10.21,39.61,1,22.16,39.61,17.45,1838.32,31
BC11ERTJ5,SKU-00018,amazon,2025-07-26 13:02:28.163485,78.32,95.67,173.98,6,17.37,29.0,11.63,1158.01,60
BPHT0HL9X,SKU-00019,walmart,2025-07-26 13:02:28.163485,74.9,49.28,124.18,7,8.12,17.74,9.62,682.44,74
BPSEIMVIH,SKU-00020,amazon,2025-07-26 13:02:28.163485,78.46,36.04,114.49,2,23.39,57.25,33.86,3317.44,25
BCWI64CIY,SKU-00021,walmart,2025-07-26 13:02:28.163485,40.11,17.1,57.21,0,38.34,57.21,18.87,2365.3,63
BHE7UR23G,SKU-00022,amazon,2025-07-26 13:02:28.163485,151.75,64.81,216.56,3,32.99,72.19,39.2,3463.92,81
BDPPQ0Y9D,SKU-00023,walmart,2025-07-26 13:02:28.163485,112.12,36.83,148.95,2,26.35,74.47,48.12,2983.59,85
BOM5IGQPK,SKU-00024,walmart,2025-07-26 13:02:28.163485,112.59,94.65,207.23,2,68.23,103.62,35.38,8102.57,77
BI7P5TB94,SKU-00025,walmart,2025-07-26 13:02:28.163485,86.51,40.02,126.53,1,50.01,126.53,76.52,4233.09,75
B874FRHOC,SKU-00026,walmart,2025-07-26 13:02:28.163485,17.24,7.39,24.62,0,16.42,24.62,8.2,1723.78,62
BN9J2QP89,SKU-00027,amazon,2025-07-26 13:02:28.163485,34.83,78.89,113.72,4,17.08,28.43,11.35,2497.48,42
BUZFK8UT0,SKU-00028,walmart,2025-07-26 13:02:28.163485,31.71,13.19,44.9,1,23.49,44.9,21.41,2186.02,74
BCVS4F8CG,SKU-00029,amazon,2025-07-26 13:02:28.163485,16.13,3.64,19.77,0,6.95,19.77,12.82,511.26,31
BVYIE6IVW,SKU-00030,amazon,2025-07-26 13:02:28.163485,3.6,3.39,6.98,0,3.48,6.98,3.5,531.51,83
BPVS7HZIO,SKU-00031,amazon,2025-07-26 13:02:28.163485,5.04,4.52,9.56,0,5.78,9.56,3.78,1012.83,83
BYKL1CQ99,SKU-00032,amazon,2025-07-26 13:02:28.163485,164.89,75.36,240.25,15,10.93,16.02,5.09,1033.6,73
BCHJ755NF,SKU-00033,amazon,2025-07-26 13:02:28.163485,15.11,9.16,24.28,0,11.67,24.28,12.61,1946.54,20
B4ZW9XA3K,SKU-00034,walmart,2025-07-26 13:02:28.163485,42.91,10.58,53.49,0,20.0,53.49,33.49,3594.39,79
BX7EEDTJV,SKU-00035,walmart,2025-07-26 13:02:28.163485,43.44,10.6,54.04,1,19.54,54.04,34.5,2859.65,43
BZHWJR64D,SKU-00036,amazon,2025-07-26 13:02:28.163485,206.9,33.07,239.96,5,24.56,47.99,23.43,4477.73,50
BPJA1WJ0T,SKU-00037,walmart,2025-07-26 13:02:28.163485,119.64,17.44,137.08,2,26.05,68.54,42.49,2350.83,29
BPAC56T4U,SKU-00038,walmart,2025-07-26 13:02:28.163485,95.46,27.94,123.4,2,33.94,61.7,27.76,5169.34,55
BFEL6246H,SKU-00039,walmart,2025-07-26 13:02:28.163485,172.26,43.95,216.2,3,39.63,72.07,32.44,5358.19,79
BID25OWF7,SKU-00040,walmart,2025-07-26 13:02:28.163485,225.09,45.26,270.35,3,36.72,90.12,53.4,6580.57,80
B5935A0L7,SKU-00041,amazon,2025-07-26 13:02:28.163485,95.94,36.66,132.6,1,71.8,132.6,60.8,10890.65,73
B253J2D54,SKU-00042,amazon,2025-07-26 13:02:28.163485,40.43,44.73,85.16,2,19.46,42.58,23.12,2815.45,50
BI3QK2IAG,SKU-00043,amazon,2025-07-26 13:02:28.163485,60.42,84.1,144.52,2,41.16,72.26,31.11,7222.06,83
BL58KXO9T,SKU-00044,amazon,2025-07-26 13:02:28.163485,164.99,39.54,204.53,3,28.67,68.18,39.51,2448.62,78
B7E8G8JDP,SKU-00045,walmart,2025-07-26 13:02:28.163485,99.83,44.01,143.84,4,14.32,35.96,21.64,1282.59,54
B0LVSNUJZ,SKU-00046,amazon,2025-07-26 13:02:28.163485,64.94,33.12,98.07,6,9.0,16.34,7.34,738.49,46
BA7TZ0YNC,SKU-00047,amazon,2025-07-26 13:02:28.163485,47.75,29.44,77.19,1,24.58,77.19,52.61,4171.42,59
BXLL4ZKLO,SKU-00048,walmart,2025-07-26 13:02:28.163485,48.02,38.23,86.25,1,37.33,86.25,48.91,6824.49,55
BOKEP7Y6W,SKU-00049,walmart,2025-07-26 13:02:28.163485,26.46,12.94,39.4,0,11.85,39.4,27.55,1400.27,39
BKTAKPUXQ,SKU-00050,amazon,2025-07-26 13:02:28.163485,75.41,20.68,96.09,1,53.31,96.09,42.78,4793.64,84
BXAJI0Y6D,SKU-00001,walmart,2025-07-27 13:02:28.163485,73.73,7.15,80.88,2,16.85,40.44,23.59,1090.29,45
BPBHSAHXT,SKU-00002,walmart,2025-07-27 13:02:28.163485,37.15,28.4,65.55,1,38.48,65.55,27.06,3492.5,32
BHV3A3ZMF,SKU-00003,amazon,2025-07-27 13:02:28.163485,21.04,7.99,29.03,0,17.28,29.03,11.75,3286.7,61
B8MDD4V30,SKU-00004,walmart,2025-07-27 13:02:28.163485,59.49,44.74,104.23,1,33.02,104.23,71.21,5658.87,54
BT9NT3W5U,SKU-00005,amazon,2025-07-27 13:02:28.163485,7.14,0.67,7.81,0,3.77,7.81,4.04,217.21,45
BZBIKCIDK,SKU-00006,amazon,2025-07-27 13:02:28.163485,115.39,35.54,150.93,2,25.63,75.46,49.83,4303.86,72
BWNNHJ7XV,SKU-00007,amazon,2025-07-27 13:02:28.163485,65.17,25.5,90.67,1,46.02,90.67,44.65,4087.23,87
BG0FN9XUY,SKU-00008,walmart,2025-07-27 13:02:28.163485,34.3,8.09,42.39,0,26.18,42.39,16.21,2347.57,47
B41IBLJH7,SKU-00009,amazon,2025-07-27 13:02:28.163485,104.73,10.19,114.92,2,17.89,57.46,39.57,2109.16,67
B5LXO6QJI,SKU-00010,amazon,2025-07-27 13:02:28.163485,30.61,52.09,82.7,2,18.83,41.35,22.52,1330.91,81
BUJV6OH9S,SKU-00011,walmart,2025-07-27 13:02:28.163485,16.48,7.24,23.73,1,15.34,23.73,8.38,1996.8,68
BDBDW2PCN,SKU-00012,walmart,2025-07-27 13:02:28.163485,80.88,26.75,107.64,2,35.8,53.82,18.02,6793.6,16
B9T84AZYT,SKU-00013,amazon,2025-07-27 13:02:28.163485,40.71,36.5,77.21,1,33.27,77.21,43.93,2455.29,21
BJXEPQ85J,SKU-00014,walmart,2025-07-27 13:02:28.163485,48.19,15.77,63.97,1,28.54,63.97,35.43,1604.47,24
BSG65KXVF,SKU-00015,walmart,2025-07-27 13:02:28.163485,78.79,51.04,129.83,1,44.49,129.83,85.34,6627.99,40
B1T2TALA7,SKU-00016,walmart,2025-07-27 13:02:28.163485,51.02,10.47,61.49,0,24.88,61.49,36.61,2256.56,86
B53LC58DR,SKU-00017,walmart,2025-07-27 13:02:28.163485,19.4,8.33,27.73,0,10.41,27.73,17.32,1214.04,38
BC11ERTJ5,SKU-00018,amazon,2025-07-27 13:02:28.163485,39.11,31.14,70.26,1,32.69,70.26,37.57,3959.04,59
BPHT0HL9X,SKU-00019,walmart,2025-07-27 13:02:28.163485,60.89,36.61,97.5,4,15.52,24.37,8.85,1380.47,59
BPSEIMVIH,SKU-00020,walmart,2025-07-27 13:02:28.163485,102.77,86.76,189.52,2,58.33,94.76,36.43,10575.72,43
BCWI64CIY,SKU-00021,walmart,2025-07-27 13:02:28.163485,178.67,40.79,219.46,10,13.26,21.95,8.68,790.92,49
BHE7UR23G,SKU-00022,walmart,2025-07-27 13:02:28.163485,88.57,10.08,98.65,1,42.42,98.65,56.23,5858.98,19
BDPPQ0Y9D,SKU-00023,walmart,2025-07-27 13:02:28.163485,49.65,22.24,71.89,0,44.17,71.89,27.72,8087.87,81
BOM5IGQPK,SKU-00024,walmart,2025-07-27 13:02:28.163485,92.73,32.42,125.15,3,25.06,41.72,16.65,2302.33,73
BI7P5TB94,SKU-00025,walmart,2025-07-27 13:02:28.163485,53.09,34.19,87.28,4,13.42,21.82,8.4,861.39,79
B874FRHOC,SKU-00026,amazon,2025-07-27 13:02:28.163485,82.13,10.79,92.92,3,12.95,30.97,18.02,2244.47,32
BN9J2QP89,SKU-00027,amazon,2025-07-27 13:02:28.163485,58.05,30.91,88.96,1,45.69,88.96,43.27,3081.82,19
BUZFK8UT0,SKU-00028,amazon,2025-07-27 13:02:28.163485,80.13,6.66,86.79,3,19.34,28.93,9.59,2335.53,73
BCVS4F8CG,SKU-00029,amazon,2025-07-27 13:02:28.163485,137.45,57.88,195.33,5,19.58,39.07,19.48,2757.63,16
BVYIE6IVW,SKU-00030,walmart,2025-07-27 13:02:28.163485,18.76,25.49,44.25,2,13.76,22.13,8.37,1519.22,17
BPVS7HZIO,SKU-00031,walmart,2025-07-27 13:02:28.163485,28.61,53.68,82.28,1,37.3,82.28,44.98,6503.24,78
BYKL1CQ99,SKU-00032,amazon,2025-07-27 13:02:28.163485,74.7,30.76,105.46,1,40.66,105.46,64.81,6024.12,30
BCHJ755NF,SKU-00033,amazon,2025-07-27 13:02:28.163485,44.38,10.3,54.68,1,18.06,54.68,36.63,3361.43,52
B4ZW9XA3K,SKU-00034,walmart,2025-07-27 13:02:28.163485,67.33,36.16,103.48,1,69.65,103.48,33.84,8997.8,28
BX7EEDTJV,SKU-00035,walmart,2025-07-27 13:02:28.163485,108.87,57.35,166.23,2,30.1,83.11,53.01,5423.41,61
BZHWJR64D,SKU-00036,walmart,2025-07-27 13:02:28.163485,47.49,11.57,59.06,3,9.37,19.69,10.32,952.36,83
BPJA1WJ0T,SKU-00037,amazon,2025-07-27 13:02:28.163485,55.73,71.09,126.82,1,74.34,126.82,52.47,4446.87,50
BPAC56T4U,SKU-00038,amazon,2025-07-27 13:02:28.163485,96.09,20.67,116.77,3,18.16,38.92,20.76,1123.45,17
BFEL6246H,SKU-00039,walmart,2025-07-27 13:02:28.163485,21.45,5.61,27.06,1,12.8,27.06,14.26,2172.55,85
BID25OWF7,SKU-00040,walmart,2025-07-27 13:02:28.163485,101.06,6.68,107.74,3,12.68,35.91,23.23,1161.2,67
B5935A0L7,SKU-00041,walmart,2025-07-27 13:02:28.163485,52.02,23.83,75.85,2,20.13,37.93,17.8,3159.26,25
B253J2D54,SKU-00042,walmart,2025-07-27 13:02:28.163485,27.22,28.86,56.08,1,17.78,56.08,38.3,2067.89,47
BI3QK2IAG,SKU-00043,walmart,2025-07-27 13:02:28.163485,46.96,13.76,60.72,2,14.03,30.36,16.33,2403.97,34
BL58KXO9T,SKU-00044,walmart,2025-07-27 13:02:28.163485,44.9,4.91,49.81,1,27.59,49.81,22.21,3791.72,31
B7E8G8JDP,SKU-00045,walmart,2025-07-27 13:02:28.163485,68.0,31.82,99.82,3,21.51,33.27,11.77,2145.64,53
B0LVSNUJZ,SKU-00046,walmart,2025-07-27 13:02:28.163485,144.35,45.78,190.13,3,39.09,63.38,24.29,5904.84,22
BA7TZ0YNC,SKU-00047,walmart,2025-07-27 13:02:28.163485,14.45,11.28,25.73,0,8.61,25.73,17.12,575.89,87
BXLL4ZKLO,SKU-00048,walmart,2025-07-27 13:02:28.163485,69.78,68.27,138.05,5,11.4,27.61,16.21,815.9,75
BOKEP7Y6W,SKU-00049,amazon,2025-07-27 13:02:28.163485,48.03,113.25,161.27,2,34.12,80.64,46.52,3835.94,29
BKTAKPUXQ,SKU-00050,amazon,2025-07-27 13:02:28.163485,129.68,14.24,143.92,2,42.9,71.96,29.06,3430.86,30
BXAJI0Y6D,SKU-00001,walmart,2025-07-28 13:02:28.163485,157.92,128.62,286.54,4,43.96,71.63,27.67,5754.36,74
BPBHSAHXT,SKU-00002,amazon,2025-07-28 13:02:28.163485,76.96,35.86,112.82,4,9.75,28.21,18.45,674.44,44
BHV3A3ZMF,SKU-00003,amazon,2025-07-28 13:02:28.163485,73.35,28.93,102.28,1,47.42,102.28,54.85,3983.36,35
B8MDD4V30,SKU-00004,walmart,2025-07-28 13:02:28.163485,63.61,33.78,97.4,1,43.54,97.4,53.86,2545.11,74
BT9NT3W5U,SKU-00005,amazon,2025-07-28 13:02:28.163485,88.73,22.86,111.59,1,65.14,111.59,46.45,7798.92,51
BZBIKCIDK,SKU-00006,walmart,2025-07-28 13:02:28.163485,39.86,13.56,53.42,3,11.26,17.81,6.54,1427.73,43
BWNNHJ7XV,SKU-00007,amazon,2025-07-28 13:02:28.163485,261.07,91.2,352.27,19,11.64,18.54,6.9,1100.64,74
BG0FN9XUY,SKU-00008,amazon,2025-07-28 13:02:28.163485,224.16,42.75,266.91,14,13.25,19.06,5.81,1277.91,32
B41IBLJH7,SKU-00009,walmart,2025-07-28 13:02:28.163485,127.71,112.79,240.5,8,12.51,30.06,17.55,2047.51,63
B5LXO6QJI,SKU-00010,walmart,2025-07-28 13:02:28.163485,45.49,15.09,60.58,0,36.08,60.58,24.5,2730.15,82
BUJV6OH9S,SKU-00011,walmart,2025-07-28 13:02:28.163485,7.6,3.52,11.13,0,5.1,11.13,6.03,878.81,47
BDBDW2PCN,SKU-00012,amazon,2025-07-28 13:02:28.163485,34.59,15.06,49.64,0,31.01,49.64,18.64,2344.2,42
B9T84AZYT,SKU-00013,amazon,2025-07-28 13:02:28.163485,43.24,35.63,78.87,1,48.01,78.87,30.86,5379.98,48
BJXEPQ85J,SKU-00014,amazon,2025-07-28 13:02:28.163485,129.36,22.57,151.94,1,68.61,151.94,83.32,5812.0,80
BSG65KXVF,SKU-00015,amazon,2025-07-28 13:02:28.163485,138.04,21.3,159.34,2,39.27,79.67,40.4,6919.85,74
B1T2TALA7,SKU-00016,walmart,2025-07-28 13:02:28.163485,69.93,6.21,76.14,1,37.9,76.14,38.24,3105.05,79
B53LC58DR,SKU-00017,amazon,2025-07-28 13:02:28.163485,86.81,22.54,109.35,2,36.13,54.68,18.55,4926.01,48
BC11ERTJ5,SKU-00018,walmart,2025-07-28 13:02:28.163485,100.63,19.55,120.19,2,35.8,60.09,24.29,2029.84,88
BPHT0HL9X,SKU-00019,amazon,2025-07-28 13:02:28.163485,125.9,29.71,155.61,3,16.14,51.87,35.73,2586.26,51
BPSEIMVIH,SKU-00020,walmart,2025-07-28 13:02:28.163485,128.17,60.91,189.08,4,25.22,47.27,22.05,4524.45,17
BCWI64CIY,SKU-00021,walmart,2025-07-28 13:02:28.163485,142.71,87.34,230.05,4,22.55,57.51,34.96,2856.82,82
BHE7UR23G,SKU-00022,amazon,2025-07-28 13:02:28.163485,63.69,55.08,118.77,1,76.86,118.77,41.91,8338.46,28
BDPPQ0Y9D,SKU-00023,amazon,2025-07-28 13:02:28.163485,101.27,26.57,127.84,4,11.47,31.96,20.49,2160.01,22
BOM5IGQPK,SKU-00024,amazon,2025-07-28 13:02:28.163485,10.21,8.69,18.9,1,12.55,18.9,6.35,1515.53,80
BI7P5TB94,SKU-00025,walmart,2025-07-28 13:02:28.163485,208.31,43.33,251.63,4,39.84,62.91,23.07,6697.18,51
B874FRHOC,SKU-00026,amazon,2025-07-28 13:02:28.163485,141.04,20.47,161.51,2,47.34,80.76,33.41,2936.53,32
BN9J2QP89,SKU-00027,amazon,2025-07-28 13:02:28.163485,208.6,149.03,357.63,16,12.79,22.35,9.56,962.97,25
BUZFK8UT0,SKU-00028,walmart,2025-07-28 13:02:28.163485,58.43,9.09,67.52,2,14.64,33.76,19.12,1187.67,60
BCVS4F8CG,SKU-00029,walmart,2025-07-28 13:02:28.163485,72.84,7.22,80.05,4,11.02,20.01,9.0,1403.31,62
BVYIE6IVW,SKU-00030,amazon,2025-07-28 13:02:28.163485,25.55,5.36,30.9,0,13.06,30.9,17.84,1739.03,80
BPVS7HZIO,SKU-00031,amazon,2025-07-28 13:02:28.163485,108.33,33.52,141.85,4,17.56,35.46,17.9,1355.74,36
BYKL1CQ99,SKU-00032,walmart,2025-07-28 13:02:28.163485,26.86,17.84,44.7,2,12.4,22.35,9.94,1787.9,62
BCHJ755NF,SKU-00033,amazon,2025-07-28 13:02:28.163485,102.37,58.5,160.86,9,7.71,17.87,10.16,1496.99,75
B4ZW9XA3K,SKU-00034,amazon,2025-07-28 13:02:28.163485,145.44,30.15,175.6,7,14.56,25.09,10.53,2228.52,17
BX7EEDTJV,SKU-00035,amazon,2025-07-28 13:02:28.163485,14.62,1.72,16.34,0,8.7,16.34,7.64,822.45,49
BZHWJR64D,SKU-00036,amazon,2025-07-28 13:02:28.163485,22.73,19.34,42.08,2,10.59,21.04,10.45,811.04,73
BPJA1WJ0T,SKU-00037,walmart,2025-07-28 13:02:28.163485,29.89,7.8,37.69,1,11.31,37.69,26.38,1802.55,40
BPAC56T4U,SKU-00038,amazon,2025-07-28 13:02:28.163485,86.53,59.34,145.87,2,32.35,72.94,40.58,3357.91,60
BFEL6246H,SKU-00039,walmart,2025-07-28 13:02:28.163485,31.92,15.51,47.43,0,26.19,47.43,21.23,3482.01,75
BID25OWF7,SKU-00040,walmart,2025-07-28 13:02:28.163485,53.98,5.09,59.07,1,40.69,59.07,18.37,2232.22,18
B5935A0L7,SKU-00041,walmart,2025-07-28 13:02:28.163485,14.88,8.47,23.36,0,8.5,23.36,14.85,704.74,41
B253J2D54,SKU-00042,walmart,2025-07-28 13:02:28.163485,67.56,33.82,101.37,1,31.98,101.37,69.4,1679.93,32
BI3QK2IAG,SKU-00043,walmart,2025-07-28 13:02:28.163485,94.0,64.53,158.53,3,28.01,52.84,24.84,4493.31,26
BL58KXO9T,SKU-00044,amazon,2025-07-28 13:02:28.163485,41.67,12.51,54.18,2,15.25,27.09,11.84,1449.48,41
B7E8G8JDP,SKU-00045,amazon,2025-07-28 13:02:28.163485,48.41,52.02,100.43,2,17.63,50.21,32.58,2383.43,24
B0LVSNUJZ,SKU-00046,walmart,2025-07-28 13:02:28.163485,47.19,38.76,85.95,1,33.43,85.95,52.52,5944.0,48
BA7TZ0YNC,SKU-00047,amazon,2025-07-28 13:02:28.163485,104.21,29.38,133.59,2,20.75,66.79,46.04,2445.64,23
BXLL4ZKLO,SKU-00048,amazon,2025-07-28 13:02:28.163485,266.24,128.94,395.18,7,35.63,56.45,20.83,6126.36,90
BOKEP7Y6W,SKU-00049,amazon,2025-07-28 13:02:28.163485,74.37,34.56,108.92,2,25.84,54.46,28.63,3493.83,32
BKTAKPUXQ,SKU-00050,amazon,2025-07-28 13:02:28.163485,24.45,5.31,29.76,0,12.03,29.76,17.73,1088.5,63
BXAJI0Y6D,SKU-00001,amazon,2025-07-29 13:02:28.163485,108.33,53.61,161.94,4,16.33,40.49,24.16,857.11,77
BPBHSAHXT,SKU-00002,amazon,2025-07-29 13:02:28.163485,103.45,17.79,121.24,2,37.74,60.62,22.89,6533.97,46
BHV3A3ZMF,SKU-00003,walmart,2025-07-29 13:02:28.163485,64.51,23.75,88.26,1,36.72,88.26,51.54,5163.18,89
B8MDD4V30,SKU-00004,amazon,2025-07-29 13:02:28.163485,56.11,34.36,90.47,5,8.01,18.09,10.08,716.84,21
BT9NT3W5U,SKU-00005,amazon,2025-07-29 13:02:28.163485,41.87,32.18,74.05,1,26.47,74.05,47.58,1843.22,61
BZBIKCIDK,SKU-00006,amazon,2025-07-29 13:02:28.163485,119.38,17.65,137.03,1,73.45,137.03,63.58,7210.56,37
BWNNHJ7XV,SKU-00007,amazon,2025-07-29 13:02:28.163485,30.17,16.49,46.66,0,14.53,46.66,32.13,1417.34,54
BG0FN9XUY,SKU-00008,walmart,2025-07-29 13:02:28.163485,51.11,17.35,68.47,3,8.72,22.82,14.1,874.0,35
B41IBLJH7,SKU-00009,walmart,2025-07-29 13:02:28.163485,96.73,27.64,124.37,8,5.8,15.55,9.74,951.37,71
B5LXO6QJI,SKU-00010,amazon,2025-07-29 13:02:28.163485,9.87,3.1,12.97,0,4.75,12.97,8.22,824.01,61
BUJV6OH9S,SKU-00011,amazon,2025-07-29 13:02:28.163485,86.27,40.45,126.72,2,42.84,63.36,20.52,5186.9,86
BDBDW2PCN,SKU-00012,walmart,2025-07-29 13:02:28.163485,119.48,48.13,167.61,2,44.22,83.81,39.59,2919.93,32
B9T84AZYT,SKU-00013,walmart,2025-07-29 13:02:28.163485,85.49,8.83,94.32,3,14.79,31.44,16.65,1316.76,69
BJXEPQ85J,SKU-00014,amazon,2025-07-29 13:02:28.163485,131.69,8.75,140.43,1,96.7,140.43,43.73,11877.82,30
BSG65KXVF,SKU-00015,walmart,2025-07-29 13:02:28.163485,124.34,74.82,199.16,3,38.55,66.39,27.83,6138.01,28
B1T2TALA7,SKU-00016,walmart,2025-07-29 13:02:28.163485,21.43,3.25,24.68,0,10.5,24.68,14.17,535.06,88
B53LC58DR,SKU-00017,walmart,2025-07-29 13:02:28.163485,82.7,21.59,104.29,3,23.44,34.76,11.32,2899.22,49
BC11ERTJ5,SKU-00018,amazon,2025-07-29 13:02:28.163485,96.63,12.32,108.94,7,7.14,15.56,8.43,754.52,67
BPHT0HL9X,SKU-00019,amazon,2025-07-29 13:02:28.163485,42.32,30.36,72.69,4,8.94,18.17,9.23,1580.48,83
BPSEIMVIH,SKU-00020,walmart,2025-07-29 13:02:28.163485,73.94,31.89,105.83,3,18.32,35.28,16.96,1907.31,57
BCWI64CIY,SKU-00021,walmart,2025-07-29 13:02:28.163485,75.82,23.36,99.18,2,25.05,49.59,24.54,1666.39,41
BHE7UR23G,SKU-00022,walmart,2025-07-29 13:02:28.163485,28.7,19.59,48.3,1,26.49,48.3,21.81,2648.89,55
BDPPQ0Y9D,SKU-00023,amazon,2025-07-29 13:02:28.163485,125.69,143.01,268.7,4,38.69,67.17,28.48,5514.52,66
BOM5IGQPK,SKU-00024,amazon,2025-07-29 13:02:28.163485,78.88,71.52,150.4,2,23.85,75.2,51.34,2176.79,62
BI7P5TB94,SKU-00025,amazon,2025-07-29 13:02:28.163485,75.74,54.04,129.78,2,24.75,64.89,40.14,2035.7,83
B874FRHOC,SKU-00026,amazon,2025-07-29 13:02:28.163485,15.37,40.39,55.76,1,21.73,55.76,34.03,1158.82,49
BN9J2QP89,SKU-00027,walmart,2025-07-29 13:02:28.163485,7.43,3.02,10.45,0,5.65,10.45,4.8,726.75,19
BUZFK8UT0,SKU-00028,amazon,2025-07-29 13:02:28.163485,70.2,17.49,87.69,1,39.52,87.69,48.17,4924.06,39
BCVS4F8CG,SKU-00029,amazon,2025-07-29 13:02:28.163485,45.8,17.78,63.57,1,32.35,63.57,31.22,4457.32,39
BVYIE6IVW,SKU-00030,walmart,2025-07-29 13:02:28.163485,101.69,51.79,153.48,8,10.3,19.18,8.88,1949.22,86
BPVS7HZIO,SKU-00031,walmart,2025-07-29 13:02:28.163485,46.32,20.65,66.97,3,14.58,22.32,7.74,767.42,90
BYKL1CQ99,SKU-00032,amazon,2025-07-29 13:02:28.163485,102.93,56.32,159.25,3,28.8,53.08,24.29,4496.27,59
BCHJ755NF,SKU-00033,amazon,2025-07-29 13:02:28.163485,82.76,32.36,115.12,2,31.35,57.56,26.21,1904.95,41
B4ZW9XA3K,SKU-00034,walmart,2025-07-29 13:02:28.163485,70.37,35.59,105.96,5,10.66,21.19,10.53,1029.57,36
BX7EEDTJV,SKU-00035,amazon,2025-07-29 13:02:28.163485,52.31,11.06,63.37,2,15.9,31.68,15.78,1693.42,58
BZHWJR64D,SKU-00036,amazon,2025-07-29 13:02:28.163485,60.91,34.84,95.76,1,36.55,95.76,59.21,1893.83,78
BPJA1WJ0T,SKU-00037,walmart,2025-07-29 13:02:28.163485,17.02,12.92,29.94,0,9.89,29.94,20.06,1242.16,20
BPAC56T4U,SKU-00038,walmart,2025-07-29 13:02:28.163485,75.04,52.42,127.46,3,14.19,42.49,28.29,1569.2,80
BFEL6246H,SKU-00039,amazon,2025-07-29 13:02:28.163485,347.6,75.24,422.84,5,37.45,84.57,47.12,3489.35,89
BID25OWF7,SKU-00040,walmart,2025-07-29 13:02:28.163485,97.74,45.72,143.45,6,10.08,23.91,13.82,930.07,42
B5935A0L7,SKU-00041,walmart,2025-07-29 13:02:28.163485,156.69,27.44,184.13,3,39.02,61.38,22.36,6459.46,48
B253J2D54,SKU-00042,walmart,2025-07-29 13:02:28.163485,36.56,35.78,72.34,2,12.52,36.17,23.65,2155.02,31
BI3QK2IAG,SKU-00043,walmart,2025-07-29 13:02:28.163485,74.81,48.82,123.63,2,20.67,61.81,41.14,4101.67,38
BL58KXO9T,SKU-00044,walmart,2025-07-29 13:02:28.163485,27.26,33.28,60.53,2,12.73,30.27,17.54,1726.02,75
B7E8G8JDP,SKU-00045,walmart,2025-07-29 13:02:28.163485,184.1,139.24,323.35,6,33.62,53.89,20.28,2566.33,77
