asin,date,cost_of_goods_sold,platform_fees,fulfillment_fees,storage_fees,payment_terms_days,currency_rate,carrying_cost_rate
BOKEP7Y6W,2025-07-25 17:06:27.324910,64.22,11.55,2.15,2.66,45,1.0171,0.143
BKTAKPUXQ,2025-07-25 17:06:27.324910,36.78,13.41,3.07,0.85,14,1.0033,0.121
BXAJI0Y6D,2025-07-26 17:06:27.324910,0.0,5.03,0.0,1.0,14,0.9827,0.1479
BPBHSAHXT,2025-07-26 17:06:27.324910,42.48,8.89,8.01,1.0,14,1.0021,0.1207
BHV3A3ZMF,2025-07-26 17:06:27.324910,0.0,2.66,0.0,0.61,30,1.0142,0.1445
B8MDD4V30,2025-07-26 17:06:27.324910,42.51,9.22,2.37,0.59,45,0.9748,0.1782
BT9NT3W5U,2025-07-26 17:06:27.324910,24.11,9.93,3.61,2.6,45,1.0068,0.1256
BZBIKCIDK,2025-07-26 17:06:27.324910,0.0,7.26,0.0,1.33,14,1.0204,0.1776
BWNNHJ7XV,2025-07-26 17:06:27.324910,82.72,19.44,11.48,1.24,30,0.9754,0.1357
BG0FN9XUY,2025-07-26 17:06:27.324910,41.93,11.66,5.08,1.99,30,1.0087,0.1454
B41IBLJH7,2025-07-26 17:06:27.324910,36.6,8.85,6.26,1.13,30,1.0327,0.152
B5LXO6QJI,2025-07-26 17:06:27.324910,0.0,3.01,0.0,2.76,14,0.9898,0.161
BUJV6OH9S,2025-07-26 17:06:27.324910,33.3,7.06,7.97,2.23,14,1.0023,0.122
BDBDW2PCN,2025-07-26 17:06:27.324910,126.57,21.71,13.66,0.74,14,1.0049,0.179
B9T84AZYT,2025-07-26 17:06:27.324910,61.67,11.61,7.37,1.28,14,0.9836,0.1508
BJXEPQ85J,2025-07-26 17:06:27.324910,64.56,16.1,19.17,1.92,30,0.9925,0.1647
BSG65KXVF,2025-07-26 17:06:27.324910,63.6,23.92,5.52,1.71,45,1.0016,0.1622
B1T2TALA7,2025-07-26 17:06:27.324910,61.14,21.59,9.08,1.73,45,1.0041,0.1408
B53LC58DR,2025-07-26 17:06:27.324910,22.16,5.43,7.94,1.05,30,1.0352,0.1756
BC11ERTJ5,2025-07-26 17:06:27.324910,104.22,16.06,17.62,2.15,14,0.9563,0.1769
BPHT0HL9X,2025-07-26 17:06:27.324910,56.84,17.34,18.42,2.0,30,0.9989,0.1319
BPSEIMVIH,2025-07-26 17:06:27.324910,46.78,15.07,5.17,2.28,30,1.053,0.1448
BCWI64CIY,2025-07-26 17:06:27.324910,0.0,7.0,0.0,0.92,30,0.9798,0.1607
BHE7UR23G,2025-07-26 17:06:27.324910,98.97,21.92,23.69,1.27,14,0.9754,0.1771
BDPPQ0Y9D,2025-07-26 17:06:27.324910,52.7,17.02,5.1,1.46,45,0.9977,0.1438
BOM5IGQPK,2025-07-26 17:06:27.324910,136.46,16.68,6.54,1.83,14,0.9921,0.1719
BI7P5TB94,2025-07-26 17:06:27.324910,50.01,17.92,7.16,2.66,45,0.9823,0.1499
B874FRHOC,2025-07-26 17:06:27.324910,0.0,2.76,0.0,0.57,45,0.9895,0.1716
BN9J2QP89,2025-07-26 17:06:27.324910,68.32,10.76,29.36,1.51,14,1.022,0.1468
BUZFK8UT0,2025-07-26 17:06:27.324910,23.49,5.5,7.03,2.87,45,0.9812,0.1774
BCVS4F8CG,2025-07-26 17:06:27.324910,0.0,2.71,0.0,2.92,30,0.9851,0.1562
BVYIE6IVW,2025-07-26 17:06:27.324910,0.0,0.73,0.0,2.96,14,1.0271,0.178
BPVS7HZIO,2025-07-26 17:06:27.324910,0.0,1.19,0.0,1.75,45,0.9706,0.1484
BYKL1CQ99,2025-07-26 17:06:27.324910,163.95,24.5,38.26,0.92,45,0.9996,0.1767
BCHJ755NF,2025-07-26 17:06:27.324910,0.0,1.98,0.0,0.77,45,0.9893,0.1305
B4ZW9XA3K,2025-07-26 17:06:27.324910,0.0,7.21,0.0,1.26,30,0.9831,0.1797
BX7EEDTJV,2025-07-26 17:06:27.324910,19.54,5.99,7.29,0.95,14,1.0076,0.1337
BZHWJR64D,2025-07-26 17:06:27.324910,122.8,21.31,37.21,2.48,45,0.9926,0.1324
BPJA1WJ0T,2025-07-26 17:06:27.324910,52.1,20.22,10.44,1.46,45,1.007,0.1469
BPAC56T4U,2025-07-26 17:06:27.324910,67.88,11.26,9.0,1.3,30,0.9799,0.1788
BFEL6246H,2025-07-26 17:06:27.324910,118.89,21.68,9.49,2.95,30,1.001,0.1785
BID25OWF7,2025-07-26 17:06:27.324910,110.16,23.6,8.98,2.23,14,0.9693,0.1686
B5935A0L7,2025-07-26 17:06:27.324910,71.8,13.75,6.39,2.11,30,0.9892,0.1791
B253J2D54,2025-07-26 17:06:27.324910,38.92,10.39,12.66,0.5,30,0.987,0.1507
BI3QK2IAG,2025-07-26 17:06:27.324910,82.32,17.06,7.58,1.92,45,1.0433,0.1549
BL58KXO9T,2025-07-26 17:06:27.324910,86.01,17.4,21.29,0.98,30,0.9861,0.1393
B7E8G8JDP,2025-07-26 17:06:27.324910,57.28,18.36,26.71,0.52,30,1.0176,0.1604
B0LVSNUJZ,2025-07-26 17:06:27.324910,54.0,12.12,42.71,0.7,45,0.9845,0.1564
BA7TZ0YNC,2025-07-26 17:06:27.324910,24.58,10.41,3.22,2.9,45,1.0542,0.1608
BXLL4ZKLO,2025-07-26 17:06:27.324910,37.33,7.33,2.09,0.78,14,0.9943,0.145
BOKEP7Y6W,2025-07-26 17:06:27.324910,0.0,3.53,0.0,1.23,14,1.0402,0.1281
BKTAKPUXQ,2025-07-26 17:06:27.324910,53.31,9.65,2.19,1.35,14,0.97,0.136
BXAJI0Y6D,2025-07-27 17:06:27.324910,33.7,11.55,6.27,2.19,45,1.0087,0.1486
BPBHSAHXT,2025-07-27 17:06:27.324910,38.48,5.81,6.06,1.9,30,1.0244,0.1586
BHV3A3ZMF,2025-07-27 17:06:27.324910,0.0,4.08,0.0,1.79,30,0.9667,0.1674
B8MDD4V30,2025-07-27 17:06:27.324910,33.02,11.55,5.33,1.82,14,1.0046,0.1485
BT9NT3W5U,2025-07-27 17:06:27.324910,0.0,0.79,0.0,1.38,45,1.0064,0.1742
BZBIKCIDK,2025-07-27 17:06:27.324910,51.26,12.56,11.89,2.83,45,1.0285,0.1232
BWNNHJ7XV,2025-07-27 17:06:27.324910,46.02,9.42,7.16,1.64,30,1.008,0.1588
BG0FN9XUY,2025-07-27 17:06:27.324910,0.0,5.07,0.0,2.2,45,1.0445,0.1231
B41IBLJH7,2025-07-27 17:06:27.324910,35.78,11.55,4.98,1.37,30,1.0235,0.1774
B5LXO6QJI,2025-07-27 17:06:27.324910,37.66,7.47,10.45,2.32,45,1.0124,0.1759
BUJV6OH9S,2025-07-27 17:06:27.324910,15.34,2.03,5.68,2.43,14,0.9946,0.1714
BDBDW2PCN,2025-07-27 17:06:27.324910,71.6,11.58,13.61,1.99,30,1.0302,0.1313
B9T84AZYT,2025-07-27 17:06:27.324910,33.27,6.49,5.15,2.93,14,1.016,0.1554
BJXEPQ85J,2025-07-27 17:06:27.324910,28.54,5.23,6.95,0.76,14,1.0022,0.1454
BSG65KXVF,2025-07-27 17:06:27.324910,44.49,18.46,4.77,2.85,45,0.9698,0.1639
B1T2TALA7,2025-07-27 17:06:27.324910,0.0,5.07,0.0,0.69,14,0.9903,0.1697
B53LC58DR,2025-07-27 17:06:27.324910,0.0,2.89,0.0,2.4,14,0.9992,0.1742
BC11ERTJ5,2025-07-27 17:06:27.324910,32.69,5.79,2.4,2.28,45,1.0025,0.158
BPHT0HL9X,2025-07-27 17:06:27.324910,62.08,8.72,10.84,1.41,45,0.9925,0.1231
BPSEIMVIH,2025-07-27 17:06:27.324910,116.66,23.89,11.74,2.25,14,0.9774,0.1566
BCWI64CIY,2025-07-27 17:06:27.324910,132.6,24.1,40.45,2.76,45,1.0138,0.1378
BHE7UR23G,2025-07-27 17:06:27.324910,42.42,12.59,2.9,2.79,14,0.9991,0.1752
BDPPQ0Y9D,2025-07-27 17:06:27.324910,0.0,5.92,0.0,2.31,14,1.0565,0.1361
BOM5IGQPK,2025-07-27 17:06:27.324910,75.18,17.49,23.37,2.27,30,1.0178,0.1318
BI7P5TB94,2025-07-27 17:06:27.324910,53.68,10.45,22.57,0.74,14,1.0082,0.1519
B874FRHOC,2025-07-27 17:06:27.324910,38.85,9.92,22.84,0.53,45,1.0258,0.131
BN9J2QP89,2025-07-27 17:06:27.324910,45.69,12.16,3.01,0.6,30,1.0284,0.1559
BUZFK8UT0,2025-07-27 17:06:27.324910,58.02,12.4,23.73,1.66,45,0.9871,0.1737
BCVS4F8CG,2025-07-27 17:06:27.324910,97.9,16.27,10.51,1.74,45,1.0024,0.1294
BVYIE6IVW,2025-07-27 17:06:27.324910,27.52,5.76,12.82,1.46,30,1.0133,0.1618
BPVS7HZIO,2025-07-27 17:06:27.324910,37.3,11.47,2.37,1.25,14,1.0214,0.1662
BYKL1CQ99,2025-07-27 17:06:27.324910,40.66,11.17,4.38,0.87,30,1.0025,0.1617
BCHJ755NF,2025-07-27 17:06:27.324910,18.06,5.42,2.59,2.5,45,1.0056,0.1261
B4ZW9XA3K,2025-07-27 17:06:27.324910,69.65,10.2,5.85,1.95,14,0.9888,0.1498
BX7EEDTJV,2025-07-27 17:06:27.324910,60.2,22.32,12.99,2.9,30,1.0064,0.1317
BZHWJR64D,2025-07-27 17:06:27.324910,28.11,5.07,6.18,2.1,45,0.9934,0.1662
BPJA1WJ0T,2025-07-27 17:06:27.324910,74.34,11.76,7.07,0.9,45,0.9876,0.18
BPAC56T4U,2025-07-27 17:06:27.324910,54.48,14.15,11.84,1.51,30,0.9783,0.1631
BFEL6246H,2025-07-27 17:06:27.324910,12.8,2.51,3.22,1.21,30,0.9666,0.1555
BID25OWF7,2025-07-27 17:06:27.324910,38.04,13.43,15.3,2.51,30,1.0119,0.1565
B5935A0L7,2025-07-27 17:06:27.324910,40.26,7.32,15.79,1.73,14,0.9853,0.1441
B253J2D54,2025-07-27 17:06:27.324910,17.78,5.33,5.0,0.57,30,1.0071,0.1281
BI3QK2IAG,2025-07-27 17:06:27.324910,28.06,8.59,5.6,1.42,45,0.9912,0.1737
BL58KXO9T,2025-07-27 17:06:27.324910,27.59,4.51,2.41,2.46,45,1.0347,0.1212
B7E8G8JDP,2025-07-27 17:06:27.324910,64.53,8.97,12.41,0.97,30,0.9917,0.1665
B0LVSNUJZ,2025-07-27 17:06:27.324910,117.27,21.61,9.37,1.0,45,1.0433,0.1444
BA7TZ0YNC,2025-07-27 17:06:27.324910,0.0,3.05,0.0,1.19,30,1.0182,0.16
BXLL4ZKLO,2025-07-27 17:06:27.324910,57.0,18.13,33.71,0.69,30,0.9887,0.1208
BOKEP7Y6W,2025-07-27 17:06:27.324910,68.24,21.64,10.53,1.94,30,0.9921,0.153
BKTAKPUXQ,2025-07-27 17:06:27.324910,85.8,13.84,8.59,1.22,30,1.0109,0.1512
BXAJI0Y6D,2025-07-28 17:06:27.324910,175.84,34.32,20.78,0.65,45,0.9685,0.1461
BPBHSAHXT,2025-07-28 17:06:27.324910,39.0,12.74,30.74,0.96,30,0.9793,0.1762
BHV3A3ZMF,2025-07-28 17:06:27.324910,47.42,12.46,7.85,1.03,30,1.0364,0.1539
B8MDD4V30,2025-07-28 17:06:27.324910,43.54,8.81,3.77,1.36,14,1.0009,0.1599
BT9NT3W5U,2025-07-28 17:06:27.324910,65.14,15.04,5.92,1.32,30,0.993,0.1526
BZBIKCIDK,2025-07-28 17:06:27.324910,33.78,6.22,9.23,2.21,45,1.0018,0.1738
BWNNHJ7XV,2025-07-28 17:06:27.324910,221.16,41.05,98.01,1.08,14,0.9802,0.1772
BG0FN9XUY,2025-07-28 17:06:27.324910,185.5,31.23,48.93,1.81,45,0.9983,0.1396
B41IBLJH7,2025-07-28 17:06:27.324910,100.08,32.14,41.3,2.73,14,1.0183,0.1666
B5LXO6QJI,2025-07-28 17:06:27.324910,0.0,5.63,0.0,2.22,14,1.0313,0.1457
BUJV6OH9S,2025-07-28 17:06:27.324910,0.0,1.02,0.0,1.52,14,0.9905,0.1215
BDBDW2PCN,2025-07-28 17:06:27.324910,0.0,5.58,0.0,2.45,14,1.0173,0.1364
B9T84AZYT,2025-07-28 17:06:27.324910,48.01,7.47,6.9,2.95,45,1.0267,0.1237
BJXEPQ85J,2025-07-28 17:06:27.324910,68.61,16.98,4.69,0.58,30,1.0059,0.1602
BSG65KXVF,2025-07-28 17:06:27.324910,78.54,17.06,10.46,0.87,45,0.9785,0.1545
B1T2TALA7,2025-07-28 17:06:27.324910,37.9,9.83,6.37,1.28,45,1.0078,0.1471
B53LC58DR,2025-07-28 17:06:27.324910,72.26,13.1,14.3,2.84,14,1.0006,0.1592
BC11ERTJ5,2025-07-28 17:06:27.324910,71.6,14.55,13.38,2.8,45,0.9893,0.1202
BPHT0HL9X,2025-07-28 17:06:27.324910,48.42,17.43,12.96,0.54,45,0.9961,0.1452
BPSEIMVIH,2025-07-28 17:06:27.324910,100.88,26.79,10.96,2.45,14,0.9859,0.1742
BCWI64CIY,2025-07-28 17:06:27.324910,90.2,28.26,11.73,2.13,45,1.0129,0.1545
BHE7UR23G,2025-07-28 17:06:27.324910,76.86,10.21,6.07,0.52,30,0.966,0.1271
BDPPQ0Y9D,2025-07-28 17:06:27.324910,45.88,12.04,29.75,0.97,30,1.0055,0.1612
BOM5IGQPK,2025-07-28 17:06:27.324910,12.55,2.38,4.22,2.75,30,0.9772,0.1276
BI7P5TB94,2025-07-28 17:06:27.324910,159.36,36.83,27.68,2.23,45,1.0002,0.1714
B874FRHOC,2025-07-28 17:06:27.324910,94.68,15.2,6.22,1.18,30,0.9911,0.1334
BN9J2QP89,2025-07-28 17:06:27.324910,204.64,37.17,35.21,1.73,30,0.9966,0.1212
BUZFK8UT0,2025-07-28 17:06:27.324910,29.28,9.47,6.88,2.65,14,1.0099,0.1521
BCVS4F8CG,2025-07-28 17:06:27.324910,44.08,8.58,20.87,2.78,45,1.0124,0.1418
BVYIE6IVW,2025-07-28 17:06:27.324910,0.0,3.84,0.0,1.4,45,1.001,0.1623
BPVS7HZIO,2025-07-28 17:06:27.324910,70.24,21.2,14.95,0.78,30,0.9715,0.1795
BYKL1CQ99,2025-07-28 17:06:27.324910,24.8,4.36,10.36,0.9,45,1.0218,0.1231
BCHJ755NF,2025-07-28 17:06:27.324910,69.39,22.15,32.57,1.66,14,1.0026,0.1704
B4ZW9XA3K,2025-07-28 17:06:27.324910,101.92,16.17,52.46,1.06,45,0.9874,0.1588
BX7EEDTJV,2025-07-28 17:06:27.324910,0.0,2.2,0.0,0.72,14,1.018,0.1783
BZHWJR64D,2025-07-28 17:06:27.324910,21.18,6.22,8.57,1.43,30,0.9729,0.1621
BPJA1WJ0T,2025-07-28 17:06:27.324910,11.31,3.18,4.93,1.69,45,0.9606,0.1387
BPAC56T4U,2025-07-28 17:06:27.324910,64.7,12.35,5.43,2.17,14,1.0056,0.1561
BFEL6246H,2025-07-28 17:06:27.324910,0.0,6.2,0.0,0.64,14,1.0165,0.1747
BID25OWF7,2025-07-28 17:06:27.324910,40.69,6.04,6.29,1.3,14,0.988,0.1545
B5935A0L7,2025-07-28 17:06:27.324910,0.0,2.32,0.0,2.29,45,1.0269,0.1399
B253J2D54,2025-07-28 17:06:27.324910,31.98,9.93,7.88,2.67,45,0.967,0.1442
BI3QK2IAG,2025-07-28 17:06:27.324910,84.03,14.1,20.17,0.65,45,0.9909,0.1441
BL58KXO9T,2025-07-28 17:06:27.324910,30.5,5.46,7.06,2.2,45,1.017,0.1339
B7E8G8JDP,2025-07-28 17:06:27.324910,35.26,12.18,14.43,2.32,30,0.9971,0.1753
B0LVSNUJZ,2025-07-28 17:06:27.324910,33.43,11.03,7.29,2.5,30,0.9855,0.1715
BA7TZ0YNC,2025-07-28 17:06:27.324910,41.5,11.36,10.97,2.9,45,1.0092,0.1238
BXLL4ZKLO,2025-07-28 17:06:27.324910,249.41,55.2,31.56,1.04,30,0.9538,0.1301
BOKEP7Y6W,2025-07-28 17:06:27.324910,51.68,16.21,7.63,2.19,30,0.9817,0.1282
BKTAKPUXQ,2025-07-28 17:06:27.324910,0.0,4.26,0.0,0.59,30,1.0209,0.1509
BXAJI0Y6D,2025-07-29 17:06:27.324910,65.32,18.47,10.15,2.48,30,0.9775,0.1261
BPBHSAHXT,2025-07-29 17:06:27.324910,75.48,15.01,8.82,0.86,30,0.9936,0.1511
BHV3A3ZMF,2025-07-29 17:06:27.324910,36.72,8.12,4.21,2.23,14,1.0006,0.1506
B8MDD4V30,2025-07-29 17:06:27.324910,40.05,11.74,39.66,2.76,45,0.9968,0.1477
BT9NT3W5U,2025-07-29 17:06:27.324910,26.47,7.11,2.35,2.99,14,1.0062,0.1548
BZBIKCIDK,2025-07-29 17:06:27.324910,73.45,19.7,2.97,2.51,30,1.0307,0.1726
BWNNHJ7XV,2025-07-29 17:06:27.324910,0.0,4.37,0.0,1.23,45,0.9861,0.1718
BG0FN9XUY,2025-07-29 17:06:27.324910,26.16,8.38,16.01,0.5,45,0.989,0.1317
B41IBLJH7,2025-07-29 17:06:27.324910,46.4,15.73,38.81,1.14,45,0.9879,0.1328
B5LXO6QJI,2025-07-29 17:06:27.324910,0.0,1.56,0.0,1.63,30,1.0035,0.1311
BUJV6OH9S,2025-07-29 17:06:27.324910,85.68,11.06,8.98,2.09,30,0.9723,0.1744
BDBDW2PCN,2025-07-29 17:06:27.324910,88.44,23.95,8.71,2.27,14,1.0034,0.133
B9T84AZYT,2025-07-29 17:06:27.324910,44.37,10.23,20.44,2.69,30,1.0027,0.1425
BJXEPQ85J,2025-07-29 17:06:27.324910,96.7,16.44,4.34,1.49,45,0.988,0.1608
BSG65KXVF,2025-07-29 17:06:27.324910,115.65,26.27,9.22,0.9,30,0.9904,0.1571
B1T2TALA7,2025-07-29 17:06:27.324910,0.0,3.3,0.0,2.39,30,1.0166,0.1419
B53LC58DR,2025-07-29 17:06:27.324910,70.32,15.28,16.79,1.68,30,0.9836,0.1233
BC11ERTJ5,2025-07-29 17:06:27.324910,49.98,9.24,25.96,2.44,14,0.999,0.1329
BPHT0HL9X,2025-07-29 17:06:27.324910,35.76,10.32,11.17,1.14,14,0.96,0.1694
BPSEIMVIH,2025-07-29 17:06:27.324910,54.96,13.69,8.92,1.59,14,1.0389,0.1533
BCWI64CIY,2025-07-29 17:06:27.324910,50.1,14.65,4.96,2.01,30,0.9711,0.155
BHE7UR23G,2025-07-29 17:06:27.324910,26.49,4.99,3.53,0.52,30,1.0044,0.1605
BDPPQ0Y9D,2025-07-29 17:06:27.324910,154.76,28.77,28.8,2.95,30,0.9572,0.1606
BOM5IGQPK,2025-07-29 17:06:27.324910,47.7,16.84,5.53,1.08,30,0.9711,0.1346
BI7P5TB94,2025-07-29 17:06:27.324910,49.5,18.44,8.41,2.85,45,1.0275,0.1456
B874FRHOC,2025-07-29 17:06:27.324910,21.73,5.0,6.97,1.76,45,0.9708,0.1377
BN9J2QP89,2025-07-29 17:06:27.324910,0.0,1.55,0.0,1.0,30,1.0071,0.1744
BUZFK8UT0,2025-07-29 17:06:27.324910,39.52,11.49,3.84,2.82,14,1.0124,0.1355
BCVS4F8CG,2025-07-29 17:06:27.324910,32.35,6.69,6.14,1.12,14,1.037,0.1205
BVYIE6IVW,2025-07-29 17:06:27.324910,82.4,18.01,29.53,1.85,30,0.9923,0.1574
BPVS7HZIO,2025-07-29 17:06:27.324910,43.74,10.0,8.64,1.03,45,0.9657,0.1521
BYKL1CQ99,2025-07-29 17:06:27.324910,86.4,22.92,23.32,1.18,14,0.9982,0.168
BCHJ755NF,2025-07-29 17:06:27.324910,62.7,17.01,8.13,2.62,14,0.9819,0.1641
B4ZW9XA3K,2025-07-29 17:06:27.324910,53.3,13.13,28.68,1.46,45,0.9777,0.1602
BX7EEDTJV,2025-07-29 17:06:27.324910,31.8,7.66,4.66,2.37,30,1.0294,0.133
BZHWJR64D,2025-07-29 17:06:27.324910,36.55,12.58,6.8,2.63,14,0.9651,0.1512
BPJA1WJ0T,2025-07-29 17:06:27.324910,0.0,4.39,0.0,1.58,45,0.9886,0.1352
BPAC56T4U,2025-07-29 17:06:27.324910,42.57,13.02,10.31,1.4,14,1.0148,0.1563
BFEL6246H,2025-07-29 17:06:27.324910,187.25,41.95,31.44,2.01,45,0.9935,0.1756
BID25OWF7,2025-07-29 17:06:27.324910,60.48,15.06,35.68,1.83,14,1.0377,0.1756
B5935A0L7,2025-07-29 17:06:27.324910,117.06,20.91,23.79,1.22,30,0.9923,0.1624
B253J2D54,2025-07-29 17:06:27.324910,25.04,10.32,12.95,0.77,14,0.9805,0.1531
BI3QK2IAG,2025-07-29 17:06:27.324910,41.34,12.95,5.24,2.17,14,1.0388,0.1532
BL58KXO9T,2025-07-29 17:06:27.324910,25.46,7.13,7.33,2.65,14,0.9938,0.1316
B7E8G8JDP,2025-07-29 17:06:27.324910,201.72,40.38,45.78,2.23,30,0.9699,0.1478
B0LVSNUJZ,2025-07-29 17:06:27.324910,0.0,1.28,0.0,0.51,30,1.0214,0.1423
BA7TZ0YNC,2025-07-29 17:06:27.324910,26.52,3.4,6.18,2.38,14,0.9554,0.1209
BXLL4ZKLO,2025-07-29 17:06:27.324910,175.36,38.58,25.93,1.07,45,1.0123,0.1474
BOKEP7Y6W,2025-07-29 17:06:27.324910,66.2,29.64,24.69,1.22,45,1.0097,0.1476
BKTAKPUXQ,2025-07-29 17:06:27.324910,55.35,13.79,15.84,2.32,30,0.996,0.1498
BXAJI0Y6D,2025-07-30 17:06:27.324910,181.98,32.37,104.78,2.26,14,0.9689,0.1233
BPBHSAHXT,2025-07-30 17:06:27.324910,146.58,28.59,30.4,2.32,30,1.0095,0.1756
BHV3A3ZMF,2025-07-30 17:06:27.324910,37.94,8.86,4.07,2.06,30,0.9774,0.15
B8MDD4V30,2025-07-30 17:06:27.324910,74.4,18.46,6.11,2.7,14,0.9826,0.1774
BT9NT3W5U,2025-07-30 17:06:27.324910,207.97,29.87,25.24,0.63,30,0.9624,0.1378
BZBIKCIDK,2025-07-30 17:06:27.324910,108.88,22.68,7.72,1.41,14,0.982,0.1446
BWNNHJ7XV,2025-07-30 17:06:27.324910,40.62,10.68,5.96,2.83,14,1.0068,0.1666
BG0FN9XUY,2025-07-30 17:06:27.324910,97.4,14.31,8.03,2.36,45,0.9539,0.1589
B41IBLJH7,2025-07-30 17:06:27.324910,89.73,17.34,39.56,2.88,30,1.0501,0.1616
B5LXO6QJI,2025-07-30 17:06:27.324910,107.48,19.63,8.41,0.54,14,1.0033,0.1423
BUJV6OH9S,2025-07-30 17:06:27.324910,0.0,2.66,0.0,1.43,30,1.0143,0.1777
BDBDW2PCN,2025-07-30 17:06:27.324910,0.0,6.73,0.0,2.54,45,0.9901,0.1758
B9T84AZYT,2025-07-30 17:06:27.324910,76.45,31.17,11.62,1.07,14,1.0354,0.1717
BJXEPQ85J,2025-07-30 17:06:27.324910,84.71,10.66,2.46,0.96,30,1.0118,0.171
BSG65KXVF,2025-07-30 17:06:27.324910,49.6,14.17,9.88,2.5,30,0.9945,0.1408
B1T2TALA7,2025-07-30 17:06:27.324910,0.0,6.61,0.0,1.74,14,0.9955,0.1412
B53LC58DR,2025-07-30 17:06:27.324910,63.07,7.54,4.02,1.71,30,0.9873,0.1263
BC11ERTJ5,2025-07-30 17:06:27.324910,42.11,6.58,5.76,2.31,14,0.9863,0.1763
BPHT0HL9X,2025-07-30 17:06:27.324910,64.4,23.26,26.45,2.37,45,1.0427,0.1386
BPSEIMVIH,2025-07-30 17:06:27.324910,68.86,16.24,12.61,2.41,30,1.0411,0.147
BCWI64CIY,2025-07-30 17:06:27.324910,0.0,4.72,0.0,2.78,45,0.9701,0.1408
BHE7UR23G,2025-07-30 17:06:27.324910,41.98,13.93,3.18,0.79,45,0.9915,0.1748
BDPPQ0Y9D,2025-07-30 17:06:27.324910,20.21,3.15,7.62,2.27,30,0.9784,0.1374
BOM5IGQPK,2025-07-30 17:06:27.324910,55.58,16.63,4.65,0.77,14,0.9775,0.1214
BI7P5TB94,2025-07-30 17:06:27.324910,50.32,10.26,9.12,0.63,45,1.022,0.144
B874FRHOC,2025-07-30 17:06:27.324910,0.0,6.6,0.0,1.87,14,0.9945,0.123
BN9J2QP89,2025-07-30 17:06:27.324910,0.0,4.17,0.0,2.54,30,0.9764,0.1694
BUZFK8UT0,2025-07-30 17:06:27.324910,183.61,30.8,24.64,1.9,30,1.0304,0.1745
BCVS4F8CG,2025-07-30 17:06:27.324910,0.0,3.57,0.0,1.15,45,0.9737,0.155
BVYIE6IVW,2025-07-30 17:06:27.324910,71.91,18.86,68.1,1.56,30,0.9571,0.147
BPVS7HZIO,2025-07-30 17:06:27.324910,24.35,6.12,6.25,1.55,30,1.0216,0.1203
BYKL1CQ99,2025-07-30 17:06:27.324910,0.0,2.63,0.0,0.91,14,1.0331,0.1485
BCHJ755NF,2025-07-30 17:06:27.324910,36.68,9.6,21.39,1.28,30,0.9759,0.1498
B4ZW9XA3K,2025-07-30 17:06:27.324910,62.39,21.54,7.72,1.01,30,0.9939,0.129
BX7EEDTJV,2025-07-30 17:06:27.324910,33.14,4.87,9.02,0.73,14,0.9886,0.1458
BZHWJR64D,2025-07-30 17:06:27.324910,33.91,9.07,3.13,0.56,45,1.0153,0.1463
BPJA1WJ0T,2025-07-30 17:06:27.324910,63.0,16.42,3.41,0.93,45,1.0175,0.1413
BPAC56T4U,2025-07-30 17:06:27.324910,42.33,8.9,21.99,1.64,45,0.9969,0.1571
BFEL6246H,2025-07-30 17:06:27.324910,60.42,9.22,4.99,2.08,30,1.0173,0.1564
BID25OWF7,2025-07-30 17:06:27.324910,15.28,5.68,3.28,0.56,45,0.9959,0.1381
B5935A0L7,2025-07-30 17:06:27.324910,103.24,23.55,27.6,1.99,14,1.0135,0.1703
B253J2D54,2025-07-30 17:06:27.324910,31.62,11.89,2.22,1.82,45,1.0052,0.1478
BI3QK2IAG,2025-07-30 17:06:27.324910,107.16,32.37,30.03,0.92,45,0.9938,0.1537
BL58KXO9T,2025-07-30 17:06:27.324910,0.0,4.35,0.0,2.74,14,1.0203,0.1535
B7E8G8JDP,2025-07-30 17:06:27.324910,59.97,8.35,3.37,2.75,30,0.9845,0.149
B0LVSNUJZ,2025-07-30 17:06:27.324910,48.18,11.2,7.64,2.12,30,1.0075,0.1593
BA7TZ0YNC,2025-07-30 17:06:27.324910,133.89,17.01,18.09,1.87,30,0.9633,0.1469
BXLL4ZKLO,2025-07-30 17:06:27.324910,33.05,4.91,7.51,0.58,45,1.0159,0.1489
BOKEP7Y6W,2025-07-30 17:06:27.324910,0.0,6.43,0.0,2.98,14,1.015,0.1709
BKTAKPUXQ,2025-07-30 17:06:27.324910,14.79,2.98,5.07,1.46,30,0.9861,0.1691
BXAJI0Y6D,2025-07-31 17:06:27.324910,99.26,23.57,41.24,1.78,30,0.9916,0.1364
BPBHSAHXT,2025-07-31 17:06:27.324910,39.69,9.25,13.16,1.54,30,1.0158,0.1372
BHV3A3ZMF,2025-07-31 17:06:27.324910,23.37,7.88,7.76,2.7,14,1.0179,0.1454
B8MDD4V30,2025-07-31 17:06:27.324910,150.24,42.22,96.72,2.44,45,1.0054,0.1235
BT9NT3W5U,2025-07-31 17:06:27.324910,0.0,3.75,0.0,1.6,30,0.9785,0.1649
BZBIKCIDK,2025-07-31 17:06:27.324910,95.06,16.04,42.34,2.73,45,0.9957,0.1403
BWNNHJ7XV,2025-07-31 17:06:27.324910,84.36,20.75,29.35,2.45,45,1.0005,0.1422
BG0FN9XUY,2025-07-31 17:06:27.324910,0.0,7.6,0.0,1.93,45,1.0229,0.1598
