campaign_id,platform,campaign_type,date,impressions,clicks,spend,sales,orders,acos,roas,cpc,ctr,conversion_rate
CAMP-000006,amazon,sponsored_brands,2025-08-01 13:02:27.967686,2072,90,165.15,1278.2,13,0.129,7.74,1.84,4.382,14.751
CAMP-000007,walmart,sponsored_brands,2025-08-01 13:02:27.967686,2664,55,43.05,63.64,2,0.676,1.48,0.78,2.074,4.696
CAMP-000008,amazon,sponsored_display,2025-08-01 13:02:27.967686,7048,425,676.83,1594.58,39,0.424,2.36,1.59,6.042,9.405
CAMP-000009,walmart,sponsored_brands,2025-08-01 13:02:27.967686,12399,837,1724.32,6895.33,177,0.25,4.0,2.06,6.754,21.17
CAMP-000010,amazon,sponsored_products,2025-08-01 13:02:27.967686,15985,988,3643.03,2102.11,58,1.733,0.58,3.69,6.183,5.886
CAMP-000011,amazon,sponsored_brands,2025-08-01 13:02:27.967686,12600,211,369.57,109.46,2,3.376,0.3,1.75,1.682,1.297
CAMP-000012,walmart,sponsored_display,2025-08-01 13:02:27.967686,16155,637,610.6,1545.48,36,0.395,2.53,0.96,3.945,5.795
CAMP-000013,amazon,sponsored_display,2025-08-01 13:02:27.967686,1430,97,72.59,397.66,6,0.183,5.48,0.75,6.811,7.008
CAMP-000014,walmart,sponsored_display,2025-08-01 13:02:27.967686,2288,46,71.79,150.59,3,0.477,2.1,1.56,2.012,8.033
CAMP-000015,amazon,sponsored_brands,2025-08-01 13:02:27.967686,15163,409,219.25,2742.68,26,0.08,12.51,0.54,2.702,6.494
CAMP-000016,amazon,sponsored_display,2025-08-01 13:02:27.967686,8134,455,442.39,2458.74,31,0.18,5.56,0.97,5.594,6.938
CAMP-000017,amazon,sponsored_brands,2025-08-01 13:02:27.967686,5656,312,481.3,2106.34,48,0.229,4.38,1.54,5.518,15.447
CAMP-000018,amazon,sponsored_products,2025-08-01 13:02:27.967686,6676,249,236.52,2406.18,54,0.098,10.17,0.95,3.732,21.81
CAMP-000019,walmart,sponsored_products,2025-08-01 13:02:27.967686,11096,179,455.14,346.06,8,1.315,0.76,2.54,1.618,4.486
CAMP-000020,amazon,sponsored_brands,2025-08-01 13:02:27.967686,1496,23,40.78,187.52,4,0.217,4.6,1.77,1.551,19.09
CAMP-000021,amazon,sponsored_brands,2025-08-01 13:02:27.967686,2168,64,180.77,100.6,4,1.797,0.56,2.82,2.987,7.715
CAMP-000022,walmart,sponsored_brands,2025-08-01 13:02:27.967686,6054,583,124.13,8680.75,142,0.014,69.93,0.21,9.63,24.406
CAMP-000023,amazon,sponsored_products,2025-08-01 13:02:27.967686,4174,183,144.04,993.48,15,0.145,6.9,0.79,4.396,8.71
CAMP-000024,walmart,sponsored_products,2025-08-01 13:02:27.967686,4000,45,33.63,58.3,1,0.577,1.73,0.75,1.137,4.325
CAMP-000025,walmart,sponsored_brands,2025-08-01 13:02:27.967686,68508,2299,2161.6,15000.62,350,0.144,6.94,0.94,3.356,15.241
CAMP-000001,amazon,sponsored_products,2025-08-02 13:02:27.967686,2693,17,19.32,110.84,2,0.174,5.74,1.14,0.637,15.067
CAMP-000002,amazon,sponsored_display,2025-08-02 13:02:27.967686,4883,12,3.5,0.0,0,1.0,0.0,0.29,0.264,0.859
CAMP-000003,amazon,sponsored_products,2025-08-02 13:02:27.967686,1626,78,180.03,437.26,6,0.412,2.43,2.31,4.832,7.765
CAMP-000004,walmart,sponsored_products,2025-08-02 13:02:27.967686,1693,49,59.05,259.16,5,0.228,4.39,1.21,2.92,10.432
CAMP-000005,amazon,sponsored_display,2025-08-02 13:02:27.967686,1397,37,53.39,38.07,1,1.402,0.71,1.44,2.688,5.386
CAMP-000006,amazon,sponsored_display,2025-08-02 13:02:27.967686,1419,125,367.75,2037.91,21,0.18,5.54,2.94,8.806,16.99
CAMP-000007,amazon,sponsored_brands,2025-08-02 13:02:27.967686,2561,100,367.07,388.74,8,0.944,1.06,3.67,3.936,8.463
CAMP-000008,amazon,sponsored_brands,2025-08-02 13:02:27.967686,5659,207,210.71,2302.23,24,0.092,10.93,1.02,3.665,11.65
CAMP-000009,walmart,sponsored_brands,2025-08-02 13:02:27.967686,2081,42,46.08,77.27,2,0.596,1.68,1.1,2.058,4.91
CAMP-000010,walmart,sponsored_products,2025-08-02 13:02:27.967686,4292,43,22.46,77.51,2,0.29,3.45,0.52,1.008,6.07
CAMP-000011,amazon,sponsored_products,2025-08-02 13:02:27.967686,11859,241,439.59,2122.92,27,0.207,4.83,1.82,2.034,11.33
CAMP-000012,amazon,sponsored_brands,2025-08-02 13:02:27.967686,6752,288,176.67,640.62,23,0.276,3.63,0.61,4.278,8.134
CAMP-000013,walmart,sponsored_display,2025-08-02 13:02:27.967686,2948,246,198.8,1034.4,20,0.192,5.2,0.81,8.367,8.397
CAMP-000014,walmart,sponsored_brands,2025-08-02 13:02:27.967686,4766,70,69.15,264.71,9,0.261,3.83,0.99,1.488,13.213
CAMP-000015,amazon,sponsored_products,2025-08-02 13:02:27.967686,1763,8,5.15,101.38,1,0.051,19.69,0.64,0.507,14.154
CAMP-000016,amazon,sponsored_products,2025-08-02 13:02:27.967686,3789,294,479.76,1050.7,23,0.457,2.19,1.63,7.775,7.963
CAMP-000017,amazon,sponsored_display,2025-08-02 13:02:27.967686,1530,107,119.24,1121.48,9,0.106,9.41,1.11,7.025,9.173
CAMP-000018,amazon,sponsored_brands,2025-08-02 13:02:27.967686,2620,125,43.68,44.19,2,0.988,1.01,0.35,4.777,2.395
CAMP-000019,walmart,sponsored_brands,2025-08-02 13:02:27.967686,4504,328,794.26,2747.0,46,0.289,3.46,2.42,7.295,14.08
CAMP-000020,walmart,sponsored_display,2025-08-02 13:02:27.967686,435,21,23.23,60.76,1,0.382,2.62,1.11,5.023,6.344
CAMP-000021,amazon,sponsored_brands,2025-08-02 13:02:27.967686,1337,85,111.8,830.26,8,0.135,7.43,1.32,6.375,10.405
CAMP-000022,walmart,sponsored_products,2025-08-02 13:02:27.967686,2589,71,135.13,804.27,22,0.168,5.95,1.9,2.752,32.071
CAMP-000023,amazon,sponsored_brands,2025-08-02 13:02:27.967686,2314,118,253.93,2099.48,20,0.121,8.27,2.15,5.111,17.791
CAMP-000024,walmart,sponsored_brands,2025-08-02 13:02:27.967686,2752,81,31.92,976.37,12,0.033,30.59,0.39,2.972,15.966
CAMP-000025,walmart,sponsored_brands,2025-08-02 13:02:27.967686,3200,66,77.55,0.0,0,1.0,0.0,1.17,2.093,0.454
CAMP-000001,walmart,sponsored_brands,2025-08-03 13:02:27.967686,582,14,8.34,218.55,2,0.038,26.2,0.6,2.45,14.821
CAMP-000002,amazon,sponsored_products,2025-08-03 13:02:27.967686,10995,140,239.16,253.73,11,0.943,1.06,1.71,1.275,8.106
CAMP-000003,amazon,sponsored_display,2025-08-03 13:02:27.967686,2592,225,67.29,227.55,6,0.296,3.38,0.3,8.68,2.973
CAMP-000004,amazon,sponsored_products,2025-08-03 13:02:27.967686,4139,258,113.38,1600.69,31,0.071,14.12,0.44,6.235,12.371
CAMP-000005,amazon,sponsored_brands,2025-08-03 13:02:27.967686,8834,288,233.56,516.1,18,0.453,2.21,0.81,3.266,6.319
CAMP-000006,walmart,sponsored_display,2025-08-03 13:02:27.967686,8214,78,83.88,64.61,1,1.298,0.77,1.08,0.955,2.426
CAMP-000007,walmart,sponsored_products,2025-08-03 13:02:27.967686,3976,361,598.76,1704.38,48,0.351,2.85,1.66,9.099,13.377
CAMP-000008,walmart,sponsored_brands,2025-08-03 13:02:27.967686,11136,778,269.34,2417.63,38,0.111,8.98,0.35,6.989,4.901
CAMP-000009,amazon,sponsored_display,2025-08-03 13:02:27.967686,310,11,6.74,46.72,1,0.144,6.93,0.61,3.654,16.177
CAMP-000010,amazon,sponsored_brands,2025-08-03 13:02:27.967686,1396,47,52.6,0.0,0,1.0,0.0,1.12,3.435,1.362
CAMP-000011,walmart,sponsored_products,2025-08-03 13:02:27.967686,1828,39,68.77,191.76,7,0.359,2.79,1.76,2.144,18.127
CAMP-000012,walmart,sponsored_brands,2025-08-03 13:02:27.967686,1937,47,73.21,58.98,1,1.241,0.81,1.56,2.452,4.022
CAMP-000013,amazon,sponsored_products,2025-08-03 13:02:27.967686,10584,194,262.92,1575.28,14,0.167,5.99,1.36,1.837,7.726
CAMP-000014,walmart,sponsored_display,2025-08-03 13:02:27.967686,1901,73,94.61,531.36,7,0.178,5.62,1.3,3.859,10.234
CAMP-000015,walmart,sponsored_products,2025-08-03 13:02:27.967686,1671,36,56.0,277.51,6,0.202,4.96,1.56,2.183,18.623
CAMP-000016,amazon,sponsored_display,2025-08-03 13:02:27.967686,3200,114,93.22,401.21,3,0.232,4.3,0.82,3.586,3.432
CAMP-000017,walmart,sponsored_display,2025-08-03 13:02:27.967686,2680,32,13.31,0.0,0,1.0,0.0,0.42,1.229,2.862
CAMP-000018,amazon,sponsored_brands,2025-08-03 13:02:27.967686,272,9,19.22,101.81,1,0.189,5.3,2.14,3.312,17.801
CAMP-000019,amazon,sponsored_brands,2025-08-03 13:02:27.967686,4432,250,445.84,1873.27,25,0.238,4.2,1.78,5.645,10.092
CAMP-000020,walmart,sponsored_display,2025-08-03 13:02:27.967686,1771,38,18.3,127.74,3,0.143,6.98,0.48,2.195,8.351
CAMP-000021,walmart,sponsored_products,2025-08-03 13:02:27.967686,10616,294,405.35,2400.55,38,0.169,5.92,1.38,2.774,13.083
CAMP-000022,amazon,sponsored_products,2025-08-03 13:02:27.967686,2488,52,25.98,125.08,2,0.208,4.81,0.5,2.105,5.691
CAMP-000023,amazon,sponsored_display,2025-08-03 13:02:27.967686,1411,25,38.2,122.93,3,0.311,3.22,1.53,1.833,13.306
CAMP-000024,walmart,sponsored_brands,2025-08-03 13:02:27.967686,2010,66,14.89,410.66,8,0.036,27.58,0.23,3.329,12.736
CAMP-000025,amazon,sponsored_products,2025-08-03 13:02:27.967686,5389,226,118.19,963.73,21,0.123,8.15,0.52,4.209,9.469
CAMP-000001,walmart,sponsored_brands,2025-08-04 13:02:27.967686,2377,69,66.16,492.32,10,0.134,7.44,0.96,2.927,14.636
CAMP-000002,amazon,sponsored_brands,2025-08-04 13:02:27.967686,12779,52,84.66,86.84,2,0.975,1.03,1.63,0.41,4.536
CAMP-000003,walmart,sponsored_products,2025-08-04 13:02:27.967686,11528,330,291.73,290.91,4,1.003,1.0,0.88,2.863,1.39
CAMP-000004,amazon,sponsored_display,2025-08-04 13:02:27.967686,4086,116,55.49,172.98,3,0.321,3.12,0.48,2.849,2.96
CAMP-000005,walmart,sponsored_brands,2025-08-04 13:02:27.967686,469,25,18.37,0.0,0,1.0,0.0,0.73,5.538,1.735
CAMP-000006,amazon,sponsored_products,2025-08-04 13:02:27.967686,5371,52,58.5,179.91,4,0.325,3.08,1.12,0.971,8.849
CAMP-000007,walmart,sponsored_brands,2025-08-04 13:02:27.967686,8626,289,166.18,1356.69,15,0.122,8.16,0.58,3.362,5.284
CAMP-000008,walmart,sponsored_products,2025-08-04 13:02:27.967686,966,42,57.81,42.15,1,1.372,0.73,1.38,4.408,3.195
CAMP-000009,walmart,sponsored_brands,2025-08-04 13:02:27.967686,457,12,25.22,20.22,1,1.248,0.8,2.1,2.775,15.981
CAMP-000010,walmart,sponsored_products,2025-08-04 13:02:27.967686,1968,69,43.14,99.56,2,0.433,2.31,0.63,3.528,3.081
CAMP-000011,walmart,sponsored_display,2025-08-04 13:02:27.967686,14050,1342,3458.45,1766.9,81,1.957,0.51,2.58,9.553,6.067
CAMP-000012,amazon,sponsored_products,2025-08-04 13:02:27.967686,3257,39,47.75,113.02,2,0.422,2.37,1.22,1.227,7.255
CAMP-000013,walmart,sponsored_brands,2025-08-04 13:02:27.967686,4028,66,114.92,441.47,12,0.26,3.84,1.74,1.65,19.446
CAMP-000014,amazon,sponsored_display,2025-08-04 13:02:27.967686,2962,177,268.55,536.17,7,0.501,2.0,1.52,5.983,4.216
CAMP-000015,amazon,sponsored_products,2025-08-04 13:02:27.967686,4472,46,18.79,0.0,0,1.0,0.0,0.41,1.034,0.488
CAMP-000016,walmart,sponsored_display,2025-08-04 13:02:27.967686,28845,578,169.21,6852.93,77,0.025,40.5,0.29,2.006,13.444
CAMP-000017,amazon,sponsored_display,2025-08-04 13:02:27.967686,1406,88,90.01,0.0,0,1.0,0.0,1.02,6.321,0.774
CAMP-000018,walmart,sponsored_brands,2025-08-04 13:02:27.967686,1177,38,30.14,78.18,4,0.386,2.59,0.79,3.283,10.714
CAMP-000019,walmart,sponsored_products,2025-08-04 13:02:27.967686,1268,45,74.4,59.02,1,1.26,0.79,1.65,3.576,3.944
CAMP-000020,amazon,sponsored_brands,2025-08-04 13:02:27.967686,1359,22,35.26,0.0,0,1.0,0.0,1.6,1.681,2.385
CAMP-000021,walmart,sponsored_display,2025-08-04 13:02:27.967686,2542,23,86.93,118.9,2,0.731,1.37,3.78,0.911,9.263
CAMP-000022,walmart,sponsored_display,2025-08-04 13:02:27.967686,610,39,63.52,85.19,2,0.746,1.34,1.63,6.482,5.778
CAMP-000023,walmart,sponsored_display,2025-08-04 13:02:27.967686,3889,94,100.93,685.49,7,0.147,6.79,1.07,2.426,8.037
CAMP-000024,walmart,sponsored_products,2025-08-04 13:02:27.967686,21778,530,155.78,2970.77,33,0.052,19.07,0.29,2.435,6.268
CAMP-000025,amazon,sponsored_display,2025-08-04 13:02:27.967686,860,31,31.53,41.22,2,0.765,1.31,1.02,3.704,9.182
CAMP-000001,amazon,sponsored_products,2025-08-05 13:02:27.967686,2346,34,39.6,0.0,0,1.0,0.0,1.16,1.455,1.26
CAMP-000002,walmart,sponsored_brands,2025-08-05 13:02:27.967686,1711,94,50.27,218.65,8,0.23,4.35,0.53,5.498,9.127
CAMP-000003,walmart,sponsored_display,2025-08-05 13:02:27.967686,4295,187,341.83,750.82,21,0.455,2.2,1.83,4.363,11.498
CAMP-000004,walmart,sponsored_display,2025-08-05 13:02:27.967686,941,79,118.85,323.42,3,0.367,2.72,1.5,8.441,3.844
CAMP-000005,amazon,sponsored_products,2025-08-05 13:02:27.967686,23670,380,264.6,1285.15,31,0.206,4.86,0.7,1.607,8.331
CAMP-000006,amazon,sponsored_brands,2025-08-05 13:02:27.967686,978,31,128.25,55.7,1,2.302,0.43,4.14,3.177,6.325
CAMP-000007,amazon,sponsored_display,2025-08-05 13:02:27.967686,7421,339,387.88,2486.54,39,0.156,6.41,1.14,4.572,11.728
CAMP-000008,walmart,sponsored_products,2025-08-05 13:02:27.967686,20256,1407,5593.63,548.36,20,10.201,0.1,3.98,6.946,1.428
CAMP-000009,walmart,sponsored_display,2025-08-05 13:02:27.967686,993,40,57.84,204.06,3,0.283,3.53,1.45,4.066,9.242
CAMP-000010,amazon,sponsored_products,2025-08-05 13:02:27.967686,2675,135,80.73,394.48,11,0.205,4.89,0.6,5.073,8.576
CAMP-000011,amazon,sponsored_brands,2025-08-05 13:02:27.967686,678,38,31.78,0.0,0,1.0,0.0,0.84,5.631,1.244
CAMP-000012,amazon,sponsored_brands,2025-08-05 13:02:27.967686,2460,8,16.2,0.0,0,1.0,0.0,2.02,0.351,3.647
CAMP-000013,amazon,sponsored_display,2025-08-05 13:02:27.967686,9908,341,453.11,2255.73,35,0.201,4.98,1.33,3.45,10.354
CAMP-000014,walmart,sponsored_products,2025-08-05 13:02:27.967686,22431,666,326.32,1980.7,59,0.165,6.07,0.49,2.97,8.984
CAMP-000015,walmart,sponsored_products,2025-08-05 13:02:27.967686,3205,87,240.46,413.86,9,0.581,1.72,2.76,2.735,10.8
CAMP-000016,amazon,sponsored_brands,2025-08-05 13:02:27.967686,1956,62,39.13,1557.41,20,0.025,39.8,0.63,3.22,33.021
CAMP-000017,walmart,sponsored_display,2025-08-05 13:02:27.967686,1089,95,298.28,388.24,9,0.768,1.3,3.14,8.777,10.225
CAMP-000018,amazon,sponsored_brands,2025-08-05 13:02:27.967686,332,11,8.7,0.0,0,1.0,0.0,0.79,3.51,1.161
CAMP-000019,amazon,sponsored_display,2025-08-05 13:02:27.967686,10028,407,118.37,1372.58,39,0.086,11.6,0.29,4.06,9.659
CAMP-000020,amazon,sponsored_display,2025-08-05 13:02:27.967686,99,2,1.84,0.0,0,1.0,0.0,0.92,2.332,16.268
CAMP-000021,walmart,sponsored_display,2025-08-05 13:02:27.967686,4700,17,13.57,28.62,1,0.474,2.11,0.8,0.379,7.44
CAMP-000022,walmart,sponsored_display,2025-08-05 13:02:27.967686,2834,202,115.8,243.57,4,0.475,2.1,0.57,7.159,2.412
CAMP-000023,amazon,sponsored_display,2025-08-05 13:02:27.967686,12446,108,45.93,507.06,13,0.091,11.04,0.43,0.876,12.195
CAMP-000024,amazon,sponsored_display,2025-08-05 13:02:27.967686,4800,98,191.3,857.92,14,0.223,4.48,1.95,2.06,15.033
CAMP-000025,amazon,sponsored_products,2025-08-05 13:02:27.967686,17222,1293,1271.91,3073.81,74,0.414,2.42,0.98,7.511,5.764
CAMP-000001,walmart,sponsored_display,2025-08-06 13:02:27.967686,2771,199,124.29,1778.39,28,0.07,14.31,0.62,7.202,14.547
CAMP-000002,walmart,sponsored_display,2025-08-06 13:02:27.967686,7539,439,337.17,4401.12,85,0.077,13.05,0.77,5.833,19.447
CAMP-000003,walmart,sponsored_brands,2025-08-06 13:02:27.967686,18302,1166,1804.8,7566.94,150,0.239,4.19,1.55,6.376,12.894
CAMP-000004,amazon,sponsored_brands,2025-08-06 13:02:27.967686,16156,711,445.19,5855.61,116,0.076,13.15,0.63,4.405,16.359
CAMP-000005,walmart,sponsored_brands,2025-08-06 13:02:27.967686,384,18,37.56,0.0,0,1.0,0.0,2.09,4.786,4.762
CAMP-000006,walmart,sponsored_brands,2025-08-06 13:02:27.967686,2868,47,55.46,0.0,0,1.0,0.0,1.18,1.666,1.796
CAMP-000007,amazon,sponsored_products,2025-08-06 13:02:27.967686,1664,118,78.65,113.18,1,0.695,1.44,0.67,7.145,1.638
CAMP-000008,walmart,sponsored_display,2025-08-06 13:02:27.967686,3377,268,218.22,700.21,11,0.312,3.21,0.81,7.965,4.457
CAMP-000009,walmart,sponsored_display,2025-08-06 13:02:27.967686,4251,9,9.56,0.0,0,1.0,0.0,1.06,0.224,3.179
CAMP-000010,walmart,sponsored_display,2025-08-06 13:02:27.967686,2475,98,68.14,537.2,14,0.127,7.88,0.7,3.984,14.572
CAMP-000011,amazon,sponsored_products,2025-08-06 13:02:27.967686,2123,75,55.59,405.28,6,0.137,7.29,0.74,3.569,8.099
CAMP-000012,amazon,sponsored_display,2025-08-06 13:02:27.967686,8127,197,359.86,360.58,12,0.998,1.0,1.83,2.427,6.571
CAMP-000013,walmart,sponsored_display,2025-08-06 13:02:27.967686,1146,81,41.92,414.92,7,0.101,9.9,0.52,7.118,9.72
CAMP-000014,walmart,sponsored_display,2025-08-06 13:02:27.967686,5381,375,605.44,491.35,18,1.232,0.81,1.61,6.98,5.033
CAMP-000015,amazon,sponsored_display,2025-08-06 13:02:27.967686,3181,97,76.66,166.31,6,0.461,2.17,0.79,3.061,6.327
CAMP-000016,amazon,sponsored_display,2025-08-06 13:02:27.967686,6590,127,201.79,86.06,4,2.345,0.43,1.59,1.93,3.545
CAMP-000017,walmart,sponsored_display,2025-08-06 13:02:27.967686,1775,220,129.66,3427.53,36,0.038,26.44,0.59,12.409,16.451
CAMP-000018,amazon,sponsored_brands,2025-08-06 13:02:27.967686,20316,867,1738.84,5245.65,51,0.331,3.02,2.01,4.269,5.959
CAMP-000019,walmart,sponsored_display,2025-08-06 13:02:27.967686,2618,270,131.71,3982.96,48,0.033,30.24,0.49,10.339,18.075
CAMP-000020,walmart,sponsored_display,2025-08-06 13:02:27.967686,5210,185,524.8,872.66,28,0.601,1.66,2.84,3.568,15.539
CAMP-000021,walmart,sponsored_brands,2025-08-06 13:02:27.967686,1492,15,22.78,45.51,1,0.501,2.0,1.52,1.039,11.365
CAMP-000022,amazon,sponsored_display,2025-08-06 13:02:27.967686,24367,221,597.8,346.89,5,1.723,0.58,2.7,0.911,2.537
CAMP-000023,amazon,sponsored_products,2025-08-06 13:02:27.967686,19744,1367,1616.61,16493.27,167,0.098,10.2,1.18,6.928,12.239
CAMP-000024,walmart,sponsored_products,2025-08-06 13:02:27.967686,1762,35,66.83,332.7,6,0.201,4.98,1.91,2.038,19.318
CAMP-000025,amazon,sponsored_display,2025-08-06 13:02:27.967686,3522,150,398.59,1411.75,29,0.282,3.54,2.66,4.286,19.654
CAMP-000001,amazon,sponsored_products,2025-08-07 13:02:27.967686,5564,91,64.5,383.9,3,0.168,5.95,0.71,1.651,3.557
CAMP-000002,walmart,sponsored_products,2025-08-07 13:02:27.967686,3412,411,166.13,1516.8,45,0.11,9.13,0.4,12.048,11.157
CAMP-000003,walmart,sponsored_display,2025-08-07 13:02:27.967686,7316,198,62.16,1233.04,50,0.05,19.84,0.31,2.709,25.646
CAMP-000004,walmart,sponsored_products,2025-08-07 13:02:27.967686,4766,384,268.86,251.04,9,1.071,0.93,0.7,8.059,2.38
CAMP-000005,amazon,sponsored_display,2025-08-07 13:02:27.967686,5015,43,30.15,64.46,1,0.468,2.14,0.7,0.864,2.397
CAMP-000006,walmart,sponsored_products,2025-08-07 13:02:27.967686,3205,133,79.75,485.92,8,0.164,6.09,0.6,4.154,6.301
CAMP-000007,amazon,sponsored_brands,2025-08-07 13:02:27.967686,1590,39,61.84,136.47,2,0.453,2.21,1.59,2.483,7.123
CAMP-000008,walmart,sponsored_products,2025-08-07 13:02:27.967686,6842,273,319.43,301.18,11,1.061,0.94,1.17,4.0,4.113
CAMP-000009,amazon,sponsored_display,2025-08-07 13:02:27.967686,6211,85,126.52,388.46,5,0.326,3.07,1.49,1.373,6.356
CAMP-000010,walmart,sponsored_products,2025-08-07 13:02:27.967686,18716,167,228.11,245.45,11,0.929,1.08,1.37,0.894,6.854
CAMP-000011,walmart,sponsored_display,2025-08-07 13:02:27.967686,656,22,21.55,0.0,0,1.0,0.0,0.98,3.422,3.274
CAMP-000012,amazon,sponsored_brands,2025-08-07 13:02:27.967686,3926,147,335.28,326.79,6,1.026,0.97,2.28,3.748,4.33
CAMP-000013,walmart,sponsored_brands,2025-08-07 13:02:27.967686,1886,22,69.74,108.65,1,0.642,1.56,3.17,1.19,7.869
CAMP-000014,walmart,sponsored_display,2025-08-07 13:02:27.967686,1568,39,21.69,19.93,1,1.088,0.92,0.56,2.545,4.618
CAMP-000015,amazon,sponsored_products,2025-08-07 13:02:27.967686,5516,265,191.15,685.34,20,0.279,3.59,0.72,4.805,7.912
CAMP-000016,walmart,sponsored_products,2025-08-07 13:02:27.967686,656,8,10.0,0.0,0,1.0,0.0,1.25,1.366,2.217
CAMP-000017,walmart,sponsored_products,2025-08-07 13:02:27.967686,3863,30,72.86,0.0,0,1.0,0.0,2.43,0.784,1.473
CAMP-000018,walmart,sponsored_display,2025-08-07 13:02:27.967686,3039,39,34.68,38.28,2,0.906,1.1,0.89,1.307,6.016
CAMP-000019,amazon,sponsored_display,2025-08-07 13:02:27.967686,3070,92,70.09,670.2,11,0.105,9.56,0.76,3.026,12.268
CAMP-000020,amazon,sponsored_brands,2025-08-07 13:02:27.967686,1174,107,145.81,86.41,2,1.687,0.59,1.36,9.124,2.444
CAMP-000021,walmart,sponsored_products,2025-08-07 13:02:27.967686,1539,63,97.31,0.0,0,1.0,0.0,1.54,4.113,1.559
CAMP-000022,amazon,sponsored_products,2025-08-07 13:02:27.967686,3051,110,115.6,128.42,5,0.9,1.11,1.05,3.613,5.215
CAMP-000023,amazon,sponsored_display,2025-08-07 13:02:27.967686,1880,55,21.37,55.49,2,0.385,2.6,0.39,2.946,4.561
CAMP-000024,amazon,sponsored_brands,2025-08-07 13:02:27.967686,7502,171,451.28,326.04,6,1.384,0.72,2.64,2.283,3.697
CAMP-000025,amazon,sponsored_brands,2025-08-07 13:02:27.967686,2353,141,137.78,436.31,7,0.316,3.17,0.98,6.027,5.356
CAMP-000001,walmart,sponsored_display,2025-08-08 13:02:27.967686,842,15,19.2,17.41,1,1.103,0.91,1.28,1.815,9.451
CAMP-000002,walmart,sponsored_products,2025-08-08 13:02:27.967686,3630,193,357.94,516.68,11,0.693,1.44,1.85,5.339,5.746
CAMP-000003,amazon,sponsored_display,2025-08-08 13:02:27.967686,3917,67,88.57,242.78,4,0.365,2.74,1.32,1.729,7.412
CAMP-000004,walmart,sponsored_products,2025-08-08 13:02:27.967686,19252,1206,1871.54,4795.64,91,0.39,2.56,1.55,6.267,7.587
CAMP-000005,walmart,sponsored_brands,2025-08-08 13:02:27.967686,1741,81,30.93,538.91,11,0.057,17.42,0.38,4.679,13.738
CAMP-000006,amazon,sponsored_products,2025-08-08 13:02:27.967686,2944,47,24.08,470.87,10,0.051,19.55,0.51,1.603,22.572
CAMP-000007,amazon,sponsored_brands,2025-08-08 13:02:27.967686,5660,76,42.89,214.55,9,0.2,5.0,0.56,1.356,12.576
CAMP-000008,amazon,sponsored_display,2025-08-08 13:02:27.967686,5200,311,495.33,626.43,24,0.791,1.26,1.59,5.995,7.992
CAMP-000009,walmart,sponsored_brands,2025-08-08 13:02:27.967686,4092,149,119.35,1099.31,21,0.109,9.21,0.8,3.651,14.552
CAMP-000010,walmart,sponsored_products,2025-08-08 13:02:27.967686,6798,32,91.08,95.21,4,0.957,1.05,2.85,0.477,14.206
CAMP-000011,walmart,sponsored_display,2025-08-08 13:02:27.967686,1155,98,295.73,1372.68,18,0.215,4.64,3.02,8.483,18.93
CAMP-000012,amazon,sponsored_products,2025-08-08 13:02:27.967686,3161,55,68.61,91.36,2,0.751,1.33,1.25,1.763,4.637
CAMP-000013,amazon,sponsored_display,2025-08-08 13:02:27.967686,1210,73,43.19,190.41,5,0.227,4.41,0.59,6.082,7.835
CAMP-000014,amazon,sponsored_brands,2025-08-08 13:02:27.967686,38025,1239,716.66,4022.0,140,0.178,5.61,0.58,3.261,11.344
CAMP-000015,walmart,sponsored_products,2025-08-08 13:02:27.967686,9833,257,211.71,704.37,16,0.301,3.33,0.82,2.617,6.422
CAMP-000016,walmart,sponsored_products,2025-08-08 13:02:27.967686,11165,749,1753.35,2052.26,97,0.854,1.17,2.34,6.712,12.951
CAMP-000017,amazon,sponsored_display,2025-08-08 13:02:27.967686,12192,241,655.55,785.93,9,0.834,1.2,2.72,1.982,3.901
CAMP-000018,walmart,sponsored_brands,2025-08-08 13:02:27.967686,7486,347,580.6,217.51,5,2.669,0.37,1.67,4.647,1.507
CAMP-000019,walmart,sponsored_brands,2025-08-08 13:02:27.967686,7560,278,826.88,681.87,9,1.213,0.82,2.97,3.689,3.489
CAMP-000020,amazon,sponsored_display,2025-08-08 13:02:27.967686,6704,104,93.54,383.79,10,0.244,4.1,0.9,1.558,10.359
CAMP-000021,walmart,sponsored_display,2025-08-08 13:02:27.967686,3983,39,42.32,252.82,5,0.167,5.97,1.09,0.981,14.434
CAMP-000022,amazon,sponsored_products,2025-08-08 13:02:27.967686,9408,330,472.28,369.2,5,1.279,0.78,1.43,3.515,1.681
CAMP-000023,walmart,sponsored_brands,2025-08-08 13:02:27.967686,12019,299,406.03,589.25,11,0.689,1.45,1.36,2.496,3.997
CAMP-000024,amazon,sponsored_display,2025-08-08 13:02:27.967686,5128,68,66.01,258.34,5,0.255,3.91,0.97,1.336,8.651
CAMP-000025,amazon,sponsored_products,2025-08-08 13:02:27.967686,2093,25,15.84,48.16,1,0.329,3.04,0.63,1.218,6.359
CAMP-000001,walmart,sponsored_brands,2025-08-09 13:02:27.967686,8661,420,338.11,1498.09,31,0.226,4.43,0.81,4.859,7.499
CAMP-000002,amazon,sponsored_brands,2025-08-09 13:02:27.967686,6177,317,588.7,1540.68,43,0.382,2.62,1.86,5.144,13.739
